PROBE_V1
p=0.0028561201557822497 q=547.76569688630525
p=0.0028561201557824999 q=547.76569688630536
p=0.0028561201557827497 q=547.76569688630548
p=0.002856120155783 q=547.7656968863057
p=0.0028561201557832498 q=547.76569688630582
p=0.0028561201557835 q=547.76569688630593
p=0.0028561201557837498 q=547.76569688630605
p=0.002856120155784 q=547.76569688630616
p=0.0028561201557842498 q=547.76569688630639
p=0.0028561201557844996 q=547.7656968863065
p=0.0028561201557847499 q=547.76569688630661
p=0.0028561201557849997 q=547.76569688630684
p=0.0028561201557852499 q=547.76569688630696
p=0.0028561201557854997 q=547.76569688630707
p=0.0028561201557857499 q=547.7656968863073
p=0.0028561201557859997 q=547.76569688630741
p=0.00285612015578625 q=547.76569688630752
p=0.0028561201557864998 q=547.76569688630764
p=0.00285612015578675 q=547.76569688630775
p=0.0028561201557869998 q=547.76569688630798
p=0.00285612015578725 q=547.76569688630809
p=0.0028561201557874998 q=547.76569688630821
p=0.0028561201557877496 q=547.76569688630843
p=0.0028561201557879999 q=547.76569688630855
p=0.0028561201557882497 q=547.76569688630866
p=0.0028561201557884999 q=547.76569688630889
p=0.0028561201557887497 q=547.765696886309
p=0.0028561201557889999 q=547.76569688630912
p=0.0028561201557892497 q=547.76569688630923
p=0.0028561201557895 q=547.76569688630934
p=0.0028561201557897498 q=547.76569688630957
p=0.00285612015579 q=547.76569688630968
p=0.0028561201557902498 q=547.7656968863098
p=0.0028561201557905 q=547.76569688631002
p=0.0028561201557907498 q=547.76569688631014
p=0.0028561201557909996 q=547.76569688631025
p=0.0028561201557912499 q=547.76569688631048
p=0.0028561201557914997 q=547.76569688631059
p=0.0028561201557917499 q=547.76569688631071
p=0.0028561201557919997 q=547.76569688631093
p=0.0028561201557922499 q=547.76569688631105
p=0.0028561201557924997 q=547.76569688631116
p=0.00285612015579275 q=547.76569688631128
p=0.0028561201557929998 q=547.76569688631139
p=0.00285612015579325 q=547.76569688631162
p=0.0028561201557934998 q=547.76569688631173
p=0.0028561201557937496 q=547.76569688631196
p=0.0028561201557939998 q=547.76569688631207
p=0.0028561201557942496 q=547.76569688631218
p=0.0028561201557944999 q=547.7656968863123
p=0.0028561201557947497 q=547.76569688631253
p=0.0028561201557949999 q=547.76569688631264
p=0.0028561201557952497 q=547.76569688631275
p=0.0028561201557955 q=547.76569688631287
p=0.0028561201557957498 q=547.76569688631309
p=0.002856120155796 q=547.76569688631321
p=0.0028561201557962498 q=547.76569688631332
p=0.0028561201557965 q=547.76569688631355
p=0.0028561201557967498 q=547.76569688631366
p=0.0028561201557969996 q=547.76569688631378
p=0.0028561201557972499 q=547.76569688631389
p=0.0028561201557974997 q=547.76569688631412
p=0.0028561201557977499 q=547.76569688631423
p=0.0028561201557979997 q=547.76569688631434
p=0.0028561201557982499 q=547.76569688631457
p=0.0028561201557984997 q=547.76569688631469
p=0.00285612015579875 q=547.7656968863148
p=0.0028561201557989998 q=547.76569688631491
p=0.00285612015579925 q=547.76569688631514
p=0.0028561201557994998 q=547.76569688631525
p=0.00285612015579975 q=547.76569688631537
p=0.0028561201557999998 q=547.76569688631548
p=0.01 q=551.78757226195432
p=0.050000000000000003 q=564.87030495374097
p=0.10000000000000001 q=575.023816404228
p=0.25 q=596.55277839324447
p=0.5 q=626.62660049287899
p=0.75 q=662.49940574227696
p=0.90000000000000002 q=699.16440115757803
p=0.94999999999999996 q=722.8699146656694
p=0.98999999999999999 q=770.4499593227489
TERMINAL=OK
